Wall time,Step,Value
1700621604.7246037,4773,20.97018051147461
1700621606.086199,4777,4.393474578857422
1700621606.4455261,4778,3.202948570251465
1700621617.6128974,4808,9.204912185668945
1700621627.0955083,4831,5.900297164916992
1700621627.7584996,4833,3.943161725997925
1700621628.9704251,4836,6.299201011657715
1700621629.4390237,4837,3.6360673904418945
1700621632.0717883,4845,7.320657730102539
1700621647.8218775,4883,4.047231674194336
1700621652.5524263,4896,16.935192108154297
1700621660.3485472,4911,4.932666778564453
1700621666.5031092,4930,2.5772106647491455
1700621667.8370929,4934,4.021182060241699
1700621670.2018712,4941,2.6531553268432617
1700621674.8888912,4950,5.479918003082275
1700621686.3192894,4981,14.050224304199219
1700621691.022149,4992,1.448726773262024
1700621707.95313,5024,13.603266716003418
1700621718.366762,5048,9.882473945617676
1700621724.61479,5067,6.1314616203308105
1700621731.4246783,5080,7.435845851898193
1700621731.9343083,5081,8.048500061035156
1700621734.977161,5089,12.405943870544434
1700621735.626754,5091,14.917466163635254
1700621752.8280897,5133,5.315340518951416
1700621754.0909379,5137,4.705631256103516
1700621755.3634086,5141,20.8247127532959
1700621758.9163535,5152,5.302311420440674
1700621759.2313788,5153,11.428533554077148
1700621759.8582258,5155,6.024865627288818
1700621760.1760595,5156,6.089956283569336
1700621773.9738462,5188,3.5832526683807373
1700621777.633583,5199,4.374359130859375
1700621778.2785416,5201,3.0180275440216064
1700621779.9139075,5206,8.695683479309082
1700621780.7439163,5208,2.497741222381592
1700621786.539666,5219,10.949920654296875
1700621789.6657674,5226,3.020961046218872
1700621793.9252994,5239,6.451625823974609
1700621798.6684718,5254,3.4700043201446533
1700621803.381833,5263,17.68060302734375
1700621804.9568527,5266,3.8746447563171387
1700621816.0862987,5296,6.646702766418457
1700621826.811934,5319,3.7294394969940186
1700621827.1627605,5320,1.7713556289672852
1700621828.1405034,5323,4.075019359588623
1700621828.8010597,5325,7.794421195983887
1700621830.1243794,5329,8.930755615234375
1700621832.1154892,5335,17.776132583618164
1700621844.5405688,5363,20.991941452026367
1700621847.122336,5371,19.0694637298584
1700621855.4984105,5394,7.466700553894043
1700621860.8260686,5404,17.791549682617188
1700621877.0287993,5446,5.505599498748779
1700621881.473679,5455,19.561725616455078
1700621883.0831347,5460,3.3501129150390625
1700621904.5764976,5505,4.62403678894043
1700621906.239754,5510,6.5522284507751465
1700621910.189779,5522,21.846837997436523
1700621928.3921525,5568,3.641641139984131
1700621943.7230527,5605,4.841604709625244
1700621967.6220498,5668,5.012929439544678
1700621991.0759618,5724,8.945055961608887
1700621994.8190832,5731,12.637075424194336
1700622004.3778358,5759,19.996662139892578
1700622015.168693,5782,8.283976554870605
1700622017.739053,5790,4.994100093841553
1700622035.097246,5833,7.5062055587768555
1700622047.965159,5867,5.498190879821777
1700622053.4928093,5880,5.760312557220459
1700622054.4634457,5883,4.515337944030762
1700622079.3227856,5949,5.779519081115723
1700622083.3695738,5957,8.983991622924805
1700622087.557703,5965,17.664758682250977
1700622093.3195767,5982,7.460361957550049
1700622096.290157,5991,11.850128173828125
1700622098.978129,5998,2.9310860633850098
1700622107.2956188,6004,6.670573711395264
1700622109.2699165,6010,5.901107311248779
1700622124.2111585,6046,7.898094654083252
1700622126.8253934,6054,3.2392687797546387
1700622135.3282454,6079,2.125981092453003
1700622135.8697662,6080,4.280921936035156
1700622149.0194209,6112,6.475635528564453
1700622149.6621745,6114,14.117212295532227
1700622158.2830448,6134,4.4511637687683105
1700622160.956248,6139,8.36302661895752
1700622161.7542987,6141,3.7113218307495117
1700622162.4235048,6143,8.116316795349121
1700622170.9925911,6169,15.922863006591797
1700622186.986202,6206,10.32819938659668
1700622195.0581977,6226,6.293442249298096
1700622202.5313926,6244,10.126582145690918
1700622217.5640552,6280,4.520654678344727
1700622218.2107754,6282,2.8050696849823
1700622224.3408701,6301,15.082837104797363
1700622237.944359,6333,5.626522064208984
1700622238.5848634,6335,28.037851333618164
1700622242.8328974,6348,5.022383213043213
1700622246.9059756,6359,9.101770401000977
1700622247.4689302,6360,10.096796035766602
1700622250.0977144,6365,4.391510486602783
1700622252.7117257,6370,8.83442211151123
1700622265.80537,6407,2.8216440677642822
1700622274.4333618,6425,12.353654861450195
1700622280.474969,6444,5.988214492797852
1700622287.3838062,6460,3.2796595096588135
1700622293.4711502,6474,10.681989669799805
1700622299.3751485,6492,9.473848342895508
1700622300.3625524,6495,4.364904880523682
1700622314.6426048,6529,4.985128402709961
1700622315.6349602,6532,6.949641704559326
1700622318.5438628,6541,16.572832107543945
1700622321.0288165,6547,9.982878684997559
1700622323.5805967,6552,24.686269760131836
1700622329.3886077,6565,10.174357414245605
1700622331.0382457,6570,11.280486106872559
1700622336.3385673,6586,12.832481384277344
1700622338.2195694,6591,4.3493146896362305
1700622340.8459275,6596,3.8715314865112305
1700622342.9002547,6600,12.316898345947266
1700622349.2842102,6616,8.004552841186523
1700622363.5075157,6650,13.996618270874023
1700622371.9713733,6674,7.211896896362305
1700622389.0176868,6716,2.818892478942871
1700622390.6634278,6721,23.65011215209961
1700622394.0441399,6731,17.665882110595703
1700622396.1422627,6735,8.62859058380127
1700622403.8299735,6751,8.072509765625
1700622407.3855045,6762,12.580016136169434
1700622416.9687674,6786,7.745537281036377
1700622424.1356063,6803,3.7063071727752686
1700622430.2575758,6822,10.999979019165039
1700622440.0615416,6843,20.227767944335938
1700622442.6608553,6851,6.223460674285889
1700622445.6375525,6860,4.878675937652588
1700622452.0127816,6876,7.583605766296387
1700622466.7946107,6915,12.221419334411621
1700622467.5450675,6917,4.299095630645752
1700622469.1401372,6920,5.509659290313721
1700622474.8436694,6931,10.884434700012207
1700622477.4534266,6938,3.120204448699951
1700622492.5174446,6976,6.595910549163818
1700622498.3488467,6992,4.333880424499512
1700622499.9266996,6997,18.18693733215332
1700622500.5915773,6999,5.072067737579346
1700622514.482546,7019,3.4103047847747803
1700622518.0877905,7030,25.215349197387695
1700622523.0014305,7045,10.912705421447754
1700622528.3665462,7055,6.001632213592529
1700622553.6391366,7118,3.7117180824279785
1700622554.630542,7121,4.73574686050415
1700622556.6178079,7127,5.651130199432373
1700622572.2299058,7165,2.8037426471710205
1700622576.6455789,7178,4.8014349937438965
1700622576.9916508,7179,9.524386405944824
1700622577.65587,7181,8.151520729064941
1700622580.8181663,7187,2.4891905784606934
1700622589.7564292,7208,2.6965906620025635
1700622595.713587,7226,13.298748016357422
1700622608.1521215,7254,4.5228142738342285
1700622615.268201,7275,5.166715621948242
1700622629.4404974,7309,4.419975757598877
1700622640.864683,7335,5.386338710784912
1700622642.6103847,7339,4.419712066650391
1700622643.2721283,7341,9.097877502441406
1700622647.517673,7354,13.872430801391602
1700622649.1462023,7359,5.78607177734375
1700622652.1786814,7368,9.645031929016113
1700622661.199424,7386,6.7323689460754395
1700622676.1277578,7425,12.926789283752441
1700622680.5821238,7436,7.909242630004883
1700622680.8979053,7437,3.829878807067871
1700622690.9149919,7465,6.619082450866699
1700622692.9634163,7469,6.704123020172119
1700622693.9799285,7471,5.1698317527771
1700622700.2468648,7483,8.886048316955566
1700622711.9732506,7507,2.916200637817383
1700622717.464107,7519,3.0830905437469482
1700622720.0040817,7527,9.144937515258789
1700622721.9583154,7533,23.830181121826172
1700622725.5962026,7544,11.700545310974121
1700622729.6732419,7552,6.08428955078125
1700622730.755304,7554,6.290524959564209
1700622733.8780353,7560,4.364911079406738
1700622745.3396213,7594,11.726202011108398
1700622750.1502886,7603,11.731728553771973
1700622751.2128284,7605,20.96863555908203
1700622752.7399883,7608,3.0633058547973633
1700622762.6304474,7639,13.4624605178833
1700622765.630277,7645,3.864556312561035
1700622773.0966244,7661,16.388036727905273
1700622773.4208078,7662,5.087900161743164
1700622798.011754,7728,5.482477188110352
1700622798.9454012,7731,20.76702308654785
1700622810.4281638,7757,5.016296863555908
1700622812.0692065,7762,6.241250991821289
1700622825.948283,7795,17.745216369628906
1700622826.4240406,7796,10.675336837768555
1700622834.9365845,7822,4.2103271484375
1700622842.9899383,7839,5.010832786560059
1700622844.9221647,7843,4.447149753570557
1700622847.5075042,7851,10.073697090148926
1700622849.1729882,7856,10.933262825012207
1700622849.5072308,7857,9.381145477294922
1700622851.490072,7863,4.580773830413818
1700622860.0266712,7883,3.357804298400879
1700622865.316239,7896,5.765735626220703
1700622867.204615,7902,7.323869705200195
1700622876.5705247,7927,3.482224225997925
1700622878.1481612,7930,3.9830703735351562
1700622901.6021655,7987,8.873329162597656
1700622923.5556211,8033,2.5743625164031982
1700622928.034513,8047,4.143978118896484
1700622932.0238261,8055,4.314087390899658
1700622941.2454388,8078,20.959619522094727
1700622941.572547,8079,4.469155788421631
1700622948.0690706,8097,9.200743675231934
1700622958.9693952,8123,13.376195907592773
1700622967.028385,8145,6.469850540161133
1700622975.5923262,8164,4.1161417961120605
1700622975.9043508,8165,13.595931053161621
1700622986.0297308,8193,5.489915370941162
1700622990.2693017,8201,5.3433661460876465
1700622990.795802,8202,5.092968463897705
1700622995.9242132,8217,9.765775680541992
1700623000.0359838,8230,5.374741077423096
1700623011.804567,8256,6.25709342956543
1700623018.8902526,8278,9.414978981018066
1700623021.1820583,8284,13.608194351196289
1700623025.3497584,8292,6.343361854553223
1700623027.9873133,8297,10.39807415008545
1700623029.8027813,8302,9.113039016723633
1700623048.4445977,8350,4.2013139724731445
1700623049.4327645,8353,7.988760948181152
1700623053.0650086,8364,9.531137466430664
1700623058.3355825,8378,4.0987749099731445
1700623067.3140178,8398,4.034142017364502
1700623072.328757,8412,3.964045524597168
1700623073.9543114,8417,2.1069588661193848
1700623090.241195,8458,4.808584213256836
1700623104.4465313,8492,34.45978927612305
1700623108.5502694,8505,7.481122970581055
1700623115.5630322,8522,6.794549465179443
1700623120.352684,8531,2.25913405418396
1700623126.2288244,8549,4.3301591873168945
1700623128.230185,8555,8.403576850891113
1700623131.6762877,8564,6.861064910888672
1700623148.4757047,8607,10.408612251281738
1700623154.7097979,8619,3.8781371116638184
1700623155.7555974,8621,13.438484191894531
1700623158.6174695,8628,5.2271294593811035
1700623170.146404,8660,7.4882001876831055
1700623172.2120428,8664,4.461973190307617
1700623183.600876,8695,5.307653903961182
1700623185.7051322,8701,3.3855042457580566
1700623194.5404437,8719,6.94924783706665
1700623196.4859035,8725,10.624295234680176
1700623206.8258214,8753,18.052471160888672
1700623207.8849585,8755,3.1943769454956055
1700623216.5614357,8777,12.684096336364746
1700623217.2473712,8779,4.3888678550720215
1700623220.4957101,8789,3.1335055828094482
1700623225.2962334,8800,15.089402198791504
1700623235.0021565,8824,7.020353317260742
1700623238.1752944,8834,6.8948845863342285
1700623252.287557,8866,8.261534690856934
1700623253.8983035,8871,6.886112213134766
1700623256.1606061,8878,1.8399919271469116
1700623260.1329718,8889,10.029032707214355
1700623263.2346911,8895,4.334534168243408
1700623272.3450382,8918,5.503530979156494
1700623273.6613026,8922,3.792531967163086
1700623291.2952647,8967,7.6349945068359375
1700623298.767591,8986,4.998414516448975
1700623301.3572743,8991,2.347902774810791
1700623311.2582371,9007,3.309807538986206
1700623323.1379988,9034,9.012290954589844
1700623328.2527885,9050,8.485908508300781
1700623331.1995292,9059,4.3451008796691895
1700623334.5099497,9066,20.318458557128906
1700623337.1255887,9071,9.124491691589355
1700623355.2552633,9118,2.77462100982666
1700623357.3857472,9122,3.4049129486083984
1700623367.942098,9153,13.354522705078125
1700623373.726912,9165,10.677443504333496
1700623383.524776,9191,10.248150825500488
1700623384.4903243,9194,16.46535301208496
1700623388.018016,9204,10.303498268127441
1700623390.6161165,9209,5.023870944976807
1700623392.6932704,9213,6.8477630615234375
1700623397.034069,9223,5.149924278259277
1700623398.3575037,9227,11.583907127380371
1700623401.0139725,9235,10.38072395324707
1700623407.5094144,9253,4.949469089508057
1700623422.495966,9292,38.42794418334961
1700623428.3040307,9304,2.198228120803833
1700623429.4052508,9306,3.2515175342559814
1700623432.961555,9313,9.359713554382324
1700623436.205525,9323,6.172772407531738
1700623436.5345016,9324,2.782545804977417
1700623437.8952775,9328,6.311586856842041
1700623439.896773,9334,10.144950866699219
1700623440.8795345,9337,6.076358795166016
1700623444.4805841,9346,13.4911527633667
1700623448.1923015,9353,2.0280301570892334
1700623451.6307364,9360,18.93932342529297
1700623453.5859315,9366,4.269017696380615
1700623453.9082904,9367,1.8257254362106323
1700623455.8459,9373,4.9155168533325195
1700623457.5121865,9378,3.127457618713379
1700623460.8035548,9388,3.2501697540283203
1700623473.9600492,9419,11.208734512329102
1700623482.517467,9442,7.3908371925354
1700623483.5507233,9444,20.208879470825195
1700623491.137356,9457,6.84429931640625
1700623497.3585277,9471,3.240896701812744
1700623497.9974184,9473,7.365033149719238
1700623504.294964,9489,4.415641784667969
1700623504.8102708,9490,9.356212615966797
1700623505.3550246,9491,15.077210426330566
1700623524.2417405,9539,10.112009048461914
1700623528.6255777,9548,9.508026123046875
1700623531.620105,9557,2.9117953777313232
1700623534.7872388,9567,12.736981391906738
1700623546.6609385,9594,8.80383014678955
1700623549.3081439,9602,4.904979705810547
1700623551.302244,9608,13.860384941101074
1700623555.5922675,9621,3.756057024002075
1700623569.325891,9654,2.7752010822296143
1700623575.6739082,9672,3.978977680206299
1700623576.198098,9673,5.014352798461914
1700623577.8090217,9676,4.984164237976074
1700623585.0485039,9693,4.513577461242676
1700623588.8943381,9705,16.745967864990234
1700623589.211256,9706,8.682682991027832
1700623591.5235367,9713,9.375783920288086
1700623602.568841,9737,4.172206401824951
1700623603.2143285,9739,6.964714527130127
1700623608.4604971,9754,3.778351068496704
1700623608.7948105,9755,5.7657084465026855
1700623617.0472622,9773,4.499984264373779
1700623623.1342719,9789,6.7848358154296875
1700623626.3286235,9799,7.710483551025391
1700623632.3337138,9814,8.208022117614746
1700623638.0648513,9825,18.368759155273438
1700623642.295183,9838,3.9792304039001465
1700623646.4502144,9851,22.510408401489258
1700623654.2992795,9868,1.8038917779922485
1700623657.324809,9875,21.70858383178711
1700623663.8885014,9895,8.40272331237793
1700623667.758165,9905,3.942702531814575
1700623674.148773,9917,9.539438247680664
1700623674.614542,9918,9.881318092346191
1700623684.9407914,9949,6.196615219116211
1700623685.484768,9950,4.415169715881348
1700623685.9952693,9951,7.373957633972168
1700623691.1906588,9961,16.567459106445312
1700623695.9780512,9974,3.8052051067352295
1700623697.92005,9980,2.6410367488861084
1700623700.5598214,9988,4.767297267913818
1700623702.5355017,9994,6.4289631843566895
1700623735.3675563,10064,7.219124794006348
1700623747.0624292,10091,7.706232070922852
1700623757.4661236,10122,13.244397163391113
1700623759.792877,10127,18.599454879760742
1700623766.172072,10139,7.81065559387207
1700623786.3157227,10190,1.9628065824508667
1700623786.9629765,10192,3.980898380279541
1700623792.6102552,10209,6.927036285400391
1700623794.845579,10216,4.177646160125732
1700623799.7221506,10226,2.840564489364624
1700623816.578155,10270,7.372714042663574
1700623822.0909154,10281,7.597379684448242
1700623827.2253118,10297,8.411720275878906
1700623845.337483,10343,3.3553760051727295
1700623846.2850742,10346,10.170269012451172
1700623846.5974405,10347,10.044560432434082
1700623865.69717,10396,4.275091171264648
1700623868.6265764,10405,13.197093963623047
