Wall time,Step,Value
1700619686.7534235,19,61.55440902709961
1700619700.4444525,48,47.79502868652344
1700619705.646468,63,37.437862396240234
1700619705.997576,64,47.19172668457031
1700619708.7205143,72,40.28608703613281
1700619717.9449728,90,61.001285552978516
1700619722.7065384,104,8.107880592346191
1700619724.0587456,108,21.39472007751465
1700619733.1283553,129,8.070011138916016
1700619744.0215256,158,34.949466705322266
1700619745.033362,161,34.230987548828125
1700619746.538669,165,24.031715393066406
1700619750.8915622,173,14.744842529296875
1700619758.60763,192,6.482635021209717
1700619762.8784888,204,29.053133010864258
1700619774.8365114,230,9.741107940673828
1700619780.1516485,245,48.581722259521484
1700619780.4908426,246,42.570735931396484
1700619786.3659003,260,10.755908966064453
1700619796.1700509,283,11.75168228149414
1700619797.156957,286,14.61384391784668
1700619810.638695,317,37.858219146728516
1700619811.6388352,320,13.435197830200195
1700619820.66714,347,11.958106994628906
1700619827.0635893,359,8.11553955078125
1700619830.3369544,367,5.484224796295166
1700619834.2641857,379,4.176372528076172
1700619836.9701612,387,31.207765579223633
1700619844.3132508,403,11.242520332336426
1700619849.5852666,416,14.967473983764648
1700619856.5359614,437,9.37374496459961
1700619856.892668,438,7.2560715675354
1700619861.5762913,447,14.834362030029297
1700619868.1992154,462,11.564079284667969
1700619869.4922388,466,25.56269073486328
1700619872.7752151,476,5.849681377410889
1700619874.7587445,482,10.071369171142578
1700619887.484811,511,26.52002716064453
1700619895.7029688,534,11.733267784118652
1700619898.359736,539,8.358713150024414
1700619899.4213731,541,7.470629692077637
1700619905.8268943,557,5.030359268188477
1700619907.806375,563,14.91685676574707
1700619920.0727017,591,25.603721618652344
1700619921.6412659,595,8.237751960754395
1700619922.3039331,597,17.880815505981445
1700619938.8526042,638,8.007707595825195
1700619940.9797459,644,8.125436782836914
1700619941.3195004,645,10.167287826538086
1700619945.923313,659,8.947388648986816
1700619948.799293,668,11.250396728515625
1700619952.6256468,676,22.69692611694336
1700619970.784022,722,12.94925308227539
1700619972.8860688,726,7.960614204406738
1700619987.5055988,765,7.016924858093262
1700619993.2801707,776,14.547175407409668
1700619995.8015716,783,4.880117416381836
1700619997.7814298,789,7.694864273071289
1700620003.0122004,805,10.048727989196777
1700620015.4365792,833,26.410137176513672
1700620024.4143538,858,7.034232139587402
1700620029.2518647,867,5.714233875274658
1700620036.4433236,887,12.784968376159668
1700620058.1953592,943,14.153365135192871
1700620081.093389,1000,8.968639373779297
1700620088.5594478,1005,7.8337812423706055
1700620092.1659207,1016,10.333993911743164
1700620094.5485325,1023,4.603338718414307
1700620095.8659961,1027,10.383749008178711
1700620096.702431,1029,4.529566764831543
1700620101.390582,1038,8.534292221069336
1700620108.7373724,1057,24.411828994750977
1700620113.6759412,1072,17.543136596679688
1700620116.395469,1078,22.054733276367188
1700620125.6849527,1099,6.9866108894348145
1700620129.3552067,1110,9.580900192260742
1700620130.0071895,1112,27.782236099243164
1700620135.6522658,1126,18.272756576538086
1700620139.421162,1133,19.169233322143555
1700620146.2464762,1152,11.731566429138184
1700620146.5581737,1153,4.974759101867676
1700620150.5161,1165,16.228515625
1700620155.4849093,1175,4.059051990509033
1700620156.5617354,1177,8.905261039733887
1700620160.4611516,1185,8.304641723632812
1700620172.4050453,1219,5.251842021942139
1700620176.021412,1226,3.6573095321655273
1700620183.7321289,1247,7.177789211273193
1700620185.6679096,1253,3.5928351879119873
1700620186.3092804,1255,4.607287406921387
1700620187.315353,1258,7.300539493560791
1700620189.0298517,1262,9.627010345458984
1700620192.130625,1268,5.055899143218994
1700620194.228722,1272,46.7431755065918
1700620203.9743216,1299,3.4191153049468994
1700620216.3082125,1326,23.224136352539062
1700620223.012656,1346,5.5601606369018555
1700620231.8661165,1365,2.3137145042419434
1700620235.8552039,1376,12.722736358642578
1700620236.182237,1377,9.381546974182129
1700620252.9330022,1418,24.08493423461914
1700620259.990442,1440,5.77420711517334
1700620268.633733,1458,12.969727516174316
1700620269.1678662,1459,26.387428283691406
1700620282.0305855,1495,4.914462089538574
1700620286.3337696,1503,7.130261421203613
1700620289.7704191,1511,5.383394718170166
1700620290.7505274,1514,13.699706077575684
1700620304.1302652,1549,20.275854110717773
1700620305.700355,1552,5.581309795379639
1700620310.7794902,1566,17.71967315673828
1700620311.784028,1569,18.339271545410156
1700620313.43354,1574,3.5913498401641846
1700620319.8822215,1586,7.418130874633789
1700620326.2167015,1597,9.695684432983398
1700620337.6794667,1628,9.560270309448242
1700620340.8897939,1636,7.997673988342285
1700620354.8775237,1671,4.261727809906006
1700620361.0717678,1686,6.306725025177002
1700620368.3745952,1703,15.104122161865234
1700620369.0109472,1705,18.545557022094727
1700620369.9924393,1708,6.933941841125488
1700620371.3258116,1712,5.852033615112305
1700620396.8096375,1776,8.559734344482422
1700620397.872066,1778,17.88132095336914
1700620403.6745687,1790,25.377601623535156
1700620426.1066315,1848,13.788948059082031
1700620430.3969908,1861,5.7870774269104
1700620433.7021163,1868,4.437146186828613
1700620446.6178417,1900,7.938879013061523
1700620447.6006794,1903,7.680997371673584
1700620449.548526,1909,9.646341323852539
1700620449.8850527,1910,5.211743354797363
1700620462.0535033,1937,18.419967651367188
1700620463.3786042,1941,5.851606369018555
1700620465.0822766,1946,1.831810712814331
1700620465.7614112,1948,6.50246524810791
1700620470.9673703,1961,11.208098411560059
1700620471.4889407,1962,3.9895989894866943
1700620479.3202412,1980,3.700906753540039
1700620519.3586307,2071,4.240518093109131
1700620522.3103406,2080,3.36928653717041
1700620527.119881,2090,12.134708404541016
1700620532.5825715,2101,7.687547206878662
1700620537.3908188,2116,15.732030868530273
1700620538.6566136,2120,11.48670768737793
1700620547.1313887,2140,13.943500518798828
1700620569.8356984,2195,9.9690580368042
1700620574.7784195,2210,5.863282680511475
1700620576.7069702,2216,31.620622634887695
1700620587.4093947,2240,5.948370456695557
1700620589.262845,2245,13.44938850402832
1700620617.5647023,2320,3.6418912410736084
1700620627.4922779,2343,14.101293563842773
1700620633.0240915,2360,7.964383602142334
1700620647.7326896,2395,4.841036796569824
1700620664.5846932,2437,5.686240196228027
1700620666.245316,2442,14.853411674499512
1700620670.4701009,2455,7.484198093414307
1700620674.2587504,2463,2.1668410301208496
1700620675.8563557,2466,3.0201234817504883
1700620683.8365357,2486,10.811558723449707
1700620688.0695455,2499,14.853553771972656
1700620689.7405462,2504,4.378175735473633
1700620697.1158807,2518,2.344153642654419
1700620698.1581333,2520,5.543858528137207
1700620701.8151362,2531,5.595916271209717
1700620720.1397867,2578,13.187156677246094
1700620720.4778512,2579,8.966653823852539
1700620728.2026424,2600,4.22368049621582
1700620739.7600577,2628,10.16897964477539
1700620742.34383,2636,8.42332649230957
1700620745.5795407,2644,12.385868072509766
1700620757.3611224,2671,4.803584098815918
1700620758.6541457,2675,4.108082294464111
1700620760.9534209,2682,19.31153106689453
1700620761.9425426,2685,10.557886123657227
1700620765.9288409,2694,4.8852338790893555
1700620773.1337671,2709,4.092539310455322
1700620774.703998,2714,7.017739772796631
1700620775.9827487,2718,29.990577697753906
1700620781.4622147,2735,9.002486228942871
1700620783.83125,2740,3.1398308277130127
1700620784.3729742,2741,6.0110764503479
1700620790.9204955,2754,4.2370781898498535
1700620791.2369487,2755,5.205029487609863
1700620791.574591,2756,10.626869201660156
1700620794.8273559,2766,3.059861660003662
1700620795.80824,2769,11.07760238647461
1700620799.0292473,2779,8.826654434204102
1700620801.940022,2786,15.502518653869629
1700620813.446508,2813,11.720409393310547
1700620821.7527242,2835,10.712637901306152
1700620826.9700222,2845,11.78384017944336
1700620832.602593,2862,5.564324378967285
1700620832.929404,2863,4.193040370941162
1700620855.4640725,2922,3.093308448791504
1700620868.5323884,2953,2.458650588989258
1700620869.5209086,2956,3.517228126525879
1700620871.78268,2963,2.7493958473205566
1700620872.76523,2966,6.646780014038086
1700620876.6326728,2974,8.577052116394043
1700620900.5886197,3020,7.911324501037598
1700620905.3696713,3035,12.519928932189941
1700620909.5191653,3048,2.5700933933258057
1700620924.9291062,3084,8.593109130859375
1700620925.2576542,3085,6.202255725860596
1700620933.0117598,3104,5.999884128570557
1700620933.5304806,3105,3.424428701400757
1700620934.044537,3106,3.5408356189727783
1700620939.8184283,3120,10.3409423828125
1700620940.1531284,3121,6.4362897872924805
1700620940.49127,3122,5.150196075439453
1700620942.8218896,3129,11.420108795166016
1700620949.1682177,3146,9.103014945983887
1700620960.8484101,3174,8.79092025756836
1700620968.2187297,3193,4.516571521759033
1700620971.8812025,3200,5.4298834800720215
1700620974.2459733,3205,12.509483337402344
1700620978.5075889,3218,18.86544418334961
1700620979.4838061,3221,5.501381874084473
1700620988.0412736,3242,3.3381354808807373
1700620997.3733613,3266,10.146712303161621
1700620998.3340032,3269,6.065673828125
1700621014.0362294,3307,5.173488616943359
1700621027.7298706,3341,3.9294955730438232
1700621033.6141582,3357,16.311567306518555
1700621039.4311202,3375,10.360176086425781
1700621045.1654034,3386,4.690031051635742
1700621048.8862846,3394,4.612411022186279
1700621052.5470073,3405,8.438427925109863
1700621057.0879464,3419,6.403088569641113
1700621074.2905328,3462,2.735416889190674
1700621084.4590485,3484,10.692529678344727
1700621084.7763402,3485,6.67167854309082
1700621087.0438292,3492,3.799849033355713
1700621087.6908476,3494,2.7802484035491943
1700621089.9690616,3501,4.491741180419922
1700621101.648489,3527,19.979101181030273
1700621119.6916006,3567,18.68999481201172
1700621121.2166803,3570,13.396254539489746
1700621124.8513353,3577,5.693723678588867
1700621128.771668,3589,4.07267951965332
1700621132.780077,3601,9.453390121459961
1700621138.5007539,3614,5.211757183074951
1700621139.0336547,3615,2.851459264755249
1700621140.1113858,3617,2.048915147781372
1700621145.9043968,3631,6.7858452796936035
1700621153.9858227,3655,13.196361541748047
1700621155.5960639,3658,8.390891075134277
1700621156.6724439,3660,2.6195437908172607
1700621157.7443058,3662,5.240146636962891
1700621159.3216171,3665,5.080377578735352
1700621161.4256184,3669,3.855755090713501
1700621162.5719547,3672,9.72232723236084
1700621168.730563,3691,4.595973014831543
1700621178.4031827,3713,8.797374725341797
1700621180.7879882,3718,2.3840551376342773
1700621191.3690236,3749,2.4701006412506104
1700621194.538752,3755,4.8513407707214355
1700621198.2749784,3762,11.82586669921875
1700621199.1356645,3764,13.225142478942871
1700621205.3757892,3783,12.755859375
1700621231.9827623,3849,4.867049217224121
1700621233.026196,3851,11.279644966125488
1700621240.1285453,3870,13.214643478393555
1700621254.0670907,3903,6.857818603515625
1700621256.940297,3912,5.745539665222168
1700621258.2698069,3916,4.297051429748535
1700621260.2373135,3922,10.652604103088379
1700621264.4476843,3934,13.84962272644043
1700621266.0988412,3937,8.766168594360352
1700621278.6800625,3967,4.705870151519775
1700621281.5707898,3976,4.0637993812561035
1700621284.3011317,3982,6.775036811828613
1700621300.642929,4013,7.259986400604248
1700621301.6588113,4015,7.085432529449463
1700621306.3933694,4024,8.849165916442871
1700621311.0250657,4035,15.20261001586914
1700621313.0299852,4041,5.240746974945068
1700621315.3163776,4048,8.426527976989746
1700621330.5521214,4085,3.575239896774292
1700621339.6349807,4110,2.4181525707244873
1700621342.723452,4116,19.92485809326172
1700621345.7391818,4122,2.552841901779175
1700621346.7280462,4125,10.810070991516113
1700621354.0806618,4147,13.182934761047363
1700621368.7834008,4182,8.10776138305664
1700621372.4134483,4193,5.788790225982666
1700621387.1570342,4228,3.1234679222106934
1700621395.4391246,4250,7.945049285888672
1700621397.0428338,4253,2.726846933364868
1700621399.7070127,4258,3.6457300186157227
1700621423.316888,4319,4.918580055236816
1700621424.9064927,4324,4.127213478088379
1700621426.5462062,4329,2.5951948165893555
1700621428.5554674,4335,13.436456680297852
1700621454.3535268,4396,5.798631191253662
1700621469.4978433,4436,3.4906678199768066
1700621473.744654,4444,14.70538330078125
1700621478.0005844,4455,17.554868698120117
1700621481.907142,4467,7.246984481811523
1700621491.9918866,4490,12.514049530029297
1700621504.859061,4526,10.84785270690918
1700621510.2572598,4536,9.469213485717773
1700621512.3319077,4540,8.505266189575195
1700621520.4385843,4565,14.845728874206543
1700621521.7378132,4569,8.61208438873291
1700621524.476601,4575,6.827605724334717
1700621538.34802,4610,2.6014347076416016
1700621539.2882912,4613,4.158581733703613
1700621554.5892475,4650,5.372025012969971
1700621557.8165686,4660,6.349885940551758
1700621567.006845,4679,5.687201499938965
1700621569.9822752,4687,3.940114974975586
1700621571.2900167,4691,8.103888511657715
1700621571.9629214,4693,17.706623077392578
1700621573.932429,4699,2.7684590816497803
1700621576.9808154,4708,6.628744125366211
1700621587.7157722,4731,10.2853422164917
1700621590.0446732,4738,7.615259170532227
1700621598.1570446,4760,5.558011531829834
1700621601.8066077,4767,14.978633880615234
